source,destination,distance_km,base_time_hr,road_type,road_type_code,src_lat,src_lon,dst_lat,dst_lon
Varanasi,Ranchi,322.7,4.3,highway,2,25.3176,82.9739,23.3441,85.3096
Ranchi,Varanasi,322.7,4.3,highway,2,23.3441,85.3096,25.3176,82.9739
Prayagraj,Jodhpur,887.2,11.83,highway,2,25.4358,81.8463,26.2389,73.0243
Jodhpur,Prayagraj,887.2,11.83,highway,2,26.2389,73.0243,25.4358,81.8463
Prayagraj,Udaipur,824.9,11.0,highway,2,25.4358,81.8463,24.5854,73.7125
Udaipur,Prayagraj,824.9,11.0,highway,2,24.5854,73.7125,25.4358,81.8463
Prayagraj,Kota,601.6,8.02,highway,2,25.4358,81.8463,25.2138,75.8648
Kota,Prayagraj,601.6,8.02,highway,2,25.2138,75.8648,25.4358,81.8463
Prayagraj,Bikaner,894.8,11.93,highway,2,25.4358,81.8463,28.0229,73.3119
Bikaner,Prayagraj,894.8,11.93,highway,2,28.0229,73.3119,25.4358,81.8463
Prayagraj,Mathura,474.1,6.32,highway,2,25.4358,81.8463,27.4924,77.6737
Mathura,Prayagraj,474.1,6.32,highway,2,27.4924,77.6737,25.4358,81.8463
Prayagraj,Meerut,568.5,7.58,highway,2,25.4358,81.8463,28.9845,77.7064
Meerut,Prayagraj,568.5,7.58,highway,2,28.9845,77.7064,25.4358,81.8463
Prayagraj,Haridwar,618.7,8.25,highway,2,25.4358,81.8463,29.9457,78.1642
Haridwar,Prayagraj,618.7,8.25,highway,2,29.9457,78.1642,25.4358,81.8463
Prayagraj,Chandigarh,770.5,10.27,highway,2,25.4358,81.8463,30.7333,76.7794
Chandigarh,Prayagraj,770.5,10.27,highway,2,30.7333,76.7794,25.4358,81.8463
Prayagraj,Amritsar,968.6,12.91,highway,2,25.4358,81.8463,31.634,74.8723
Amritsar,Prayagraj,968.6,12.91,highway,2,31.634,74.8723,25.4358,81.8463
Prayagraj,Ludhiana,844.6,11.26,highway,2,25.4358,81.8463,30.901,75.8573
Ludhiana,Prayagraj,844.6,11.26,highway,2,30.901,75.8573,25.4358,81.8463
Prayagraj,Mumbai,1162.1,15.49,highway,2,25.4358,81.8463,19.076,72.8777
Mumbai,Prayagraj,1162.1,15.49,highway,2,19.076,72.8777,25.4358,81.8463
Prayagraj,Pune,1126.3,15.02,highway,2,25.4358,81.8463,18.5204,73.8567
Pune,Prayagraj,1126.3,15.02,highway,2,18.5204,73.8567,25.4358,81.8463
Prayagraj,Nashik,1023.9,13.65,highway,2,25.4358,81.8463,20.0006,73.7828
Nashik,Prayagraj,1023.9,13.65,highway,2,20.0006,73.7828,25.4358,81.8463
Prayagraj,Nagpur,553.9,7.39,highway,2,25.4358,81.8463,21.1458,79.0882
Nagpur,Prayagraj,553.9,7.39,highway,2,21.1458,79.0882,25.4358,81.8463
Prayagraj,Ahmedabad,977.7,13.04,highway,2,25.4358,81.8463,23.0225,72.5714
Ahmedabad,Prayagraj,977.7,13.04,highway,2,23.0225,72.5714,25.4358,81.8463
Prayagraj,Surat,1035.2,13.8,highway,2,25.4358,81.8463,21.1702,72.8311
Surat,Prayagraj,1035.2,13.8,highway,2,21.1702,72.8311,25.4358,81.8463
Prayagraj,Vadodara,947.0,12.63,highway,2,25.4358,81.8463,22.3072,73.1812
Vadodara,Prayagraj,947.0,12.63,highway,2,22.3072,73.1812,25.4358,81.8463
Prayagraj,Rajkot,1175.3,15.67,highway,2,25.4358,81.8463,22.3039,70.8022
Rajkot,Prayagraj,1175.3,15.67,highway,2,22.3039,70.8022,25.4358,81.8463
Prayagraj,Indore,678.7,9.05,highway,2,25.4358,81.8463,22.7196,75.8577
Indore,Prayagraj,678.7,9.05,highway,2,22.7196,75.8577,25.4358,81.8463
Prayagraj,Bhopal,510.1,6.8,highway,2,25.4358,81.8463,23.2599,77.4126
Bhopal,Prayagraj,510.1,6.8,highway,2,23.2599,77.4126,25.4358,81.8463
Prayagraj,Bangalore,1455.7,19.41,highway,2,25.4358,81.8463,12.9716,77.5946
Bangalore,Prayagraj,1455.7,19.41,highway,2,12.9716,77.5946,25.4358,81.8463
Prayagraj,Chennai,1383.5,18.45,highway,2,25.4358,81.8463,13.0827,80.2707
Chennai,Prayagraj,1383.5,18.45,highway,2,13.0827,80.2707,25.4358,81.8463
Prayagraj,Hyderabad,960.2,12.8,highway,2,25.4358,81.8463,17.385,78.4867
Hyderabad,Prayagraj,960.2,12.8,highway,2,17.385,78.4867,25.4358,81.8463
Prayagraj,Kochi,1821.8,24.29,highway,2,25.4358,81.8463,9.9312,76.2673
Kochi,Prayagraj,1821.8,24.29,highway,2,9.9312,76.2673,25.4358,81.8463
Prayagraj,Coimbatore,1683.9,22.45,highway,2,25.4358,81.8463,11.0168,76.9558
Coimbatore,Prayagraj,1683.9,22.45,highway,2,11.0168,76.9558,25.4358,81.8463
Prayagraj,Kolkata,734.5,9.79,highway,2,25.4358,81.8463,22.5726,88.3639
Kolkata,Prayagraj,734.5,9.79,highway,2,22.5726,88.3639,25.4358,81.8463
Prayagraj,Patna,330.7,4.41,highway,2,25.4358,81.8463,25.5941,85.1376
Patna,Prayagraj,330.7,4.41,highway,2,25.5941,85.1376,25.4358,81.8463
Prayagraj,Bhubaneswar,701.8,9.36,highway,2,25.4358,81.8463,20.2961,85.8245
Bhubaneswar,Prayagraj,701.8,9.36,highway,2,20.2961,85.8245,25.4358,81.8463
Prayagraj,Guwahati,993.1,13.24,highway,2,25.4358,81.8463,26.1445,91.7362
Guwahati,Prayagraj,993.1,13.24,highway,2,26.1445,91.7362,25.4358,81.8463
Prayagraj,Ranchi,420.8,5.61,highway,2,25.4358,81.8463,23.3441,85.3096
Ranchi,Prayagraj,420.8,5.61,highway,2,23.3441,85.3096,25.4358,81.8463
Jodhpur,Udaipur,196.4,3.57,regional,1,26.2389,73.0243,24.5854,73.7125
Udaipur,Jodhpur,196.4,3.57,regional,1,24.5854,73.7125,26.2389,73.0243
Jodhpur,Kota,306.5,4.09,highway,2,26.2389,73.0243,25.2138,75.8648
Kota,Jodhpur,306.5,4.09,highway,2,25.2138,75.8648,26.2389,73.0243
Jodhpur,Bikaner,200.4,3.64,regional,1,26.2389,73.0243,28.0229,73.3119
Bikaner,Jodhpur,200.4,3.64,regional,1,28.0229,73.3119,26.2389,73.0243
Jodhpur,Mathura,481.8,6.42,highway,2,26.2389,73.0243,27.4924,77.6737
Mathura,Jodhpur,481.8,6.42,highway,2,27.4924,77.6737,26.2389,73.0243
Jodhpur,Meerut,553.1,7.37,highway,2,26.2389,73.0243,28.9845,77.7064
Meerut,Jodhpur,553.1,7.37,highway,2,28.9845,77.7064,26.2389,73.0243
Jodhpur,Haridwar,651.1,8.68,highway,2,26.2389,73.0243,29.9457,78.1642
Haridwar,Jodhpur,651.1,8.68,highway,2,29.9457,78.1642,26.2389,73.0243
Jodhpur,Chandigarh,619.9,8.27,highway,2,26.2389,73.0243,30.7333,76.7794
Chandigarh,Jodhpur,619.9,8.27,highway,2,30.7333,76.7794,26.2389,73.0243
Jodhpur,Amritsar,626.2,8.35,highway,2,26.2389,73.0243,31.634,74.8723
Amritsar,Jodhpur,626.2,8.35,highway,2,31.634,74.8723,26.2389,73.0243
Jodhpur,Ludhiana,587.5,7.83,highway,2,26.2389,73.0243,30.901,75.8573
Ludhiana,Jodhpur,587.5,7.83,highway,2,30.901,75.8573,26.2389,73.0243
Jodhpur,Mumbai,796.6,10.62,highway,2,26.2389,73.0243,19.076,72.8777
Mumbai,Jodhpur,796.6,10.62,highway,2,19.076,72.8777,26.2389,73.0243
Jodhpur,Pune,862.5,11.5,highway,2,26.2389,73.0243,18.5204,73.8567
Pune,Jodhpur,862.5,11.5,highway,2,18.5204,73.8567,26.2389,73.0243
Jodhpur,Nashik,698.0,9.31,highway,2,26.2389,73.0243,20.0006,73.7828
Nashik,Jodhpur,698.0,9.31,highway,2,20.0006,73.7828,26.2389,73.0243
Jodhpur,Nagpur,837.6,11.17,highway,2,26.2389,73.0243,21.1458,79.0882
Nagpur,Jodhpur,837.6,11.17,highway,2,21.1458,79.0882,26.2389,73.0243
Jodhpur,Ahmedabad,360.6,4.81,highway,2,26.2389,73.0243,23.0225,72.5714
Ahmedabad,Jodhpur,360.6,4.81,highway,2,23.0225,72.5714,26.2389,73.0243
Jodhpur,Surat,564.0,7.52,highway,2,26.2389,73.0243,21.1702,72.8311
Surat,Jodhpur,564.0,7.52,highway,2,21.1702,72.8311,26.2389,73.0243
Jodhpur,Vadodara,437.5,5.83,highway,2,26.2389,73.0243,22.3072,73.1812
Vadodara,Jodhpur,437.5,5.83,highway,2,22.3072,73.1812,26.2389,73.0243
Jodhpur,Rajkot,492.1,6.56,highway,2,26.2389,73.0243,22.3039,70.8022
Rajkot,Jodhpur,492.1,6.56,highway,2,22.3039,70.8022,26.2389,73.0243
Jodhpur,Indore,485.1,6.47,highway,2,26.2389,73.0243,22.7196,75.8577
Indore,Jodhpur,485.1,6.47,highway,2,22.7196,75.8577,26.2389,73.0243
Jodhpur,Bhopal,553.2,7.38,highway,2,26.2389,73.0243,23.2599,77.4126
Bhopal,Jodhpur,553.2,7.38,highway,2,23.2599,77.4126,26.2389,73.0243
Jodhpur,Bangalore,1550.5,20.67,highway,2,26.2389,73.0243,12.9716,77.5946
Bangalore,Jodhpur,1550.5,20.67,highway,2,12.9716,77.5946,26.2389,73.0243
Jodhpur,Chennai,1646.9,21.96,highway,2,26.2389,73.0243,13.0827,80.2707
Chennai,Jodhpur,1646.9,21.96,highway,2,13.0827,80.2707,26.2389,73.0243
Jodhpur,Hyderabad,1134.1,15.12,highway,2,26.2389,73.0243,17.385,78.4867
Hyderabad,Jodhpur,1134.1,15.12,highway,2,17.385,78.4867,26.2389,73.0243
Jodhpur,Kochi,1845.2,24.6,highway,2,26.2389,73.0243,9.9312,76.2673
Kochi,Jodhpur,1845.2,24.6,highway,2,9.9312,76.2673,26.2389,73.0243
Jodhpur,Coimbatore,1742.2,23.23,highway,2,26.2389,73.0243,11.0168,76.9558
Coimbatore,Jodhpur,1742.2,23.23,highway,2,11.0168,76.9558,26.2389,73.0243
Jodhpur,Kolkata,1604.7,21.4,highway,2,26.2389,73.0243,22.5726,88.3639
Kolkata,Jodhpur,1604.7,21.4,highway,2,22.5726,88.3639,26.2389,73.0243
Jodhpur,Patna,1213.2,16.18,highway,2,26.2389,73.0243,25.5941,85.1376
Patna,Jodhpur,1213.2,16.18,highway,2,25.5941,85.1376,26.2389,73.0243
Jodhpur,Bhubaneswar,1463.9,19.52,highway,2,26.2389,73.0243,20.2961,85.8245
Bhubaneswar,Jodhpur,1463.9,19.52,highway,2,20.2961,85.8245,26.2389,73.0243
Jodhpur,Guwahati,1865.4,24.87,highway,2,26.2389,73.0243,26.1445,91.7362
Guwahati,Jodhpur,1865.4,24.87,highway,2,26.1445,91.7362,26.2389,73.0243
Jodhpur,Ranchi,1280.6,17.08,highway,2,26.2389,73.0243,23.3441,85.3096
Ranchi,Jodhpur,1280.6,17.08,highway,2,23.3441,85.3096,26.2389,73.0243
Udaipur,Kota,228.0,4.15,regional,1,24.5854,73.7125,25.2138,75.8648
Kota,Udaipur,228.0,4.15,regional,1,25.2138,75.8648,24.5854,73.7125
Udaipur,Bikaner,384.3,5.12,highway,2,24.5854,73.7125,28.0229,73.3119
Bikaner,Udaipur,384.3,5.12,highway,2,28.0229,73.3119,24.5854,73.7125
Udaipur,Mathura,510.9,6.81,highway,2,24.5854,73.7125,27.4924,77.6737
Mathura,Udaipur,510.9,6.81,highway,2,27.4924,77.6737,24.5854,73.7125
Udaipur,Meerut,629.5,8.39,highway,2,24.5854,73.7125,28.9845,77.7064
Meerut,Udaipur,629.5,8.39,highway,2,28.9845,77.7064,24.5854,73.7125
Udaipur,Haridwar,740.7,9.88,highway,2,24.5854,73.7125,29.9457,78.1642
Haridwar,Udaipur,740.7,9.88,highway,2,29.9457,78.1642,24.5854,73.7125
Udaipur,Chandigarh,747.3,9.96,highway,2,24.5854,73.7125,30.7333,76.7794
Chandigarh,Udaipur,747.3,9.96,highway,2,30.7333,76.7794,24.5854,73.7125
Udaipur,Amritsar,792.0,10.56,highway,2,24.5854,73.7125,31.634,74.8723
Amritsar,Udaipur,792.0,10.56,highway,2,31.634,74.8723,24.5854,73.7125
Udaipur,Ludhiana,733.2,9.78,highway,2,24.5854,73.7125,30.901,75.8573
Ludhiana,Udaipur,733.2,9.78,highway,2,30.901,75.8573,24.5854,73.7125
Udaipur,Mumbai,618.6,8.25,highway,2,24.5854,73.7125,19.076,72.8777
Mumbai,Udaipur,618.6,8.25,highway,2,19.076,72.8777,24.5854,73.7125
Udaipur,Pune,674.6,8.99,highway,2,24.5854,73.7125,18.5204,73.8567
Pune,Udaipur,674.6,8.99,highway,2,18.5204,73.8567,24.5854,73.7125
Udaipur,Nashik,509.9,6.8,highway,2,24.5854,73.7125,20.0006,73.7828
Nashik,Udaipur,509.9,6.8,highway,2,20.0006,73.7828,24.5854,73.7125
Udaipur,Nagpur,670.4,8.94,highway,2,24.5854,73.7125,21.1458,79.0882
Nagpur,Udaipur,670.4,8.94,highway,2,21.1458,79.0882,24.5854,73.7125
Udaipur,Ahmedabad,209.0,3.8,regional,1,24.5854,73.7125,23.0225,72.5714
Ahmedabad,Udaipur,209.0,3.8,regional,1,23.0225,72.5714,24.5854,73.7125
Udaipur,Surat,390.3,5.2,highway,2,24.5854,73.7125,21.1702,72.8311
Surat,Udaipur,390.3,5.2,highway,2,21.1702,72.8311,24.5854,73.7125
Udaipur,Vadodara,259.1,3.45,highway,2,24.5854,73.7125,22.3072,73.1812
Vadodara,Udaipur,259.1,3.45,highway,2,22.3072,73.1812,24.5854,73.7125
Udaipur,Rajkot,390.5,5.21,highway,2,24.5854,73.7125,22.3039,70.8022
Rajkot,Udaipur,390.5,5.21,highway,2,22.3039,70.8022,24.5854,73.7125
Udaipur,Indore,301.3,4.02,highway,2,24.5854,73.7125,22.7196,75.8577
Indore,Udaipur,301.3,4.02,highway,2,22.7196,75.8577,24.5854,73.7125
Udaipur,Bhopal,403.9,5.39,highway,2,24.5854,73.7125,23.2599,77.4126
Bhopal,Udaipur,403.9,5.39,highway,2,23.2599,77.4126,24.5854,73.7125
Udaipur,Bangalore,1354.2,18.06,highway,2,24.5854,73.7125,12.9716,77.5946
Bangalore,Udaipur,1354.2,18.06,highway,2,12.9716,77.5946,24.5854,73.7125
Udaipur,Chennai,1452.6,19.37,highway,2,24.5854,73.7125,13.0827,80.2707
Chennai,Udaipur,1452.6,19.37,highway,2,13.0827,80.2707,24.5854,73.7125
Udaipur,Hyderabad,941.4,12.55,highway,2,24.5854,73.7125,17.385,78.4867
Hyderabad,Udaipur,941.4,12.55,highway,2,17.385,78.4867,24.5854,73.7125
Udaipur,Kochi,1651.7,22.02,highway,2,24.5854,73.7125,9.9312,76.2673
Kochi,Udaipur,1651.7,22.02,highway,2,9.9312,76.2673,24.5854,73.7125
Udaipur,Coimbatore,1547.1,20.63,highway,2,24.5854,73.7125,11.0168,76.9558
Coimbatore,Udaipur,1547.1,20.63,highway,2,11.0168,76.9558,24.5854,73.7125
Udaipur,Kolkata,1509.1,20.12,highway,2,24.5854,73.7125,22.5726,88.3639
Kolkata,Udaipur,1509.1,20.12,highway,2,22.5726,88.3639,24.5854,73.7125
Udaipur,Patna,1155.6,15.41,highway,2,24.5854,73.7125,25.5941,85.1376
Patna,Udaipur,1155.6,15.41,highway,2,25.5941,85.1376,24.5854,73.7125
Udaipur,Bhubaneswar,1332.3,17.76,highway,2,24.5854,73.7125,20.2961,85.8245
Bhubaneswar,Udaipur,1332.3,17.76,highway,2,20.2961,85.8245,24.5854,73.7125
Udaipur,Guwahati,1817.8,24.24,highway,2,24.5854,73.7125,26.1445,91.7362
Guwahati,Udaipur,1817.8,24.24,highway,2,26.1445,91.7362,24.5854,73.7125
Udaipur,Ranchi,1186.1,15.81,highway,2,24.5854,73.7125,23.3441,85.3096
Ranchi,Udaipur,1186.1,15.81,highway,2,23.3441,85.3096,24.5854,73.7125
Kota,Bikaner,402.4,5.37,highway,2,25.2138,75.8648,28.0229,73.3119
Bikaner,Kota,402.4,5.37,highway,2,28.0229,73.3119,25.2138,75.8648
Kota,Mathura,310.9,4.15,highway,2,25.2138,75.8648,27.4924,77.6737
Mathura,Kota,310.9,4.15,highway,2,27.4924,77.6737,25.2138,75.8648
Kota,Meerut,457.2,6.1,highway,2,25.2138,75.8648,28.9845,77.7064
Meerut,Kota,457.2,6.1,highway,2,28.9845,77.7064,25.2138,75.8648
Kota,Haridwar,572.8,7.64,highway,2,25.2138,75.8648,29.9457,78.1642
Haridwar,Kota,572.8,7.64,highway,2,29.9457,78.1642,25.2138,75.8648
Kota,Chandigarh,620.3,8.27,highway,2,25.2138,75.8648,30.7333,76.7794
Chandigarh,Kota,620.3,8.27,highway,2,30.7333,76.7794,25.2138,75.8648
Kota,Amritsar,720.4,9.61,highway,2,25.2138,75.8648,31.634,74.8723
Amritsar,Kota,720.4,9.61,highway,2,31.634,74.8723,25.2138,75.8648
Kota,Ludhiana,632.4,8.43,highway,2,25.2138,75.8648,30.901,75.8573
Ludhiana,Kota,632.4,8.43,highway,2,30.901,75.8573,25.2138,75.8648
Kota,Mumbai,748.5,9.98,highway,2,25.2138,75.8648,19.076,72.8777
Mumbai,Kota,748.5,9.98,highway,2,19.076,72.8777,25.2138,75.8648
Kota,Pune,772.5,10.3,highway,2,25.2138,75.8648,18.5204,73.8567
Pune,Kota,772.5,10.3,highway,2,18.5204,73.8567,25.2138,75.8648
Kota,Nashik,617.8,8.24,highway,2,25.2138,75.8648,20.0006,73.7828
Nashik,Kota,617.8,8.24,highway,2,20.0006,73.7828,25.2138,75.8648
Kota,Nagpur,559.6,7.46,highway,2,25.2138,75.8648,21.1458,79.0882
Nagpur,Kota,559.6,7.46,highway,2,21.1458,79.0882,25.2138,75.8648
Kota,Ahmedabad,413.6,5.51,highway,2,25.2138,75.8648,23.0225,72.5714
Ahmedabad,Kota,413.6,5.51,highway,2,23.0225,72.5714,25.2138,75.8648
Kota,Surat,546.1,7.28,highway,2,25.2138,75.8648,21.1702,72.8311
Surat,Kota,546.1,7.28,highway,2,21.1702,72.8311,25.2138,75.8648
Kota,Vadodara,423.1,5.64,highway,2,25.2138,75.8648,22.3072,73.1812
Vadodara,Kota,423.1,5.64,highway,2,22.3072,73.1812,25.2138,75.8648
Kota,Rajkot,608.3,8.11,highway,2,25.2138,75.8648,22.3039,70.8022
Rajkot,Kota,608.3,8.11,highway,2,22.3039,70.8022,25.2138,75.8648
Kota,Indore,277.3,3.7,highway,2,25.2138,75.8648,22.7196,75.8577
Indore,Kota,277.3,3.7,highway,2,22.7196,75.8577,25.2138,75.8648
Kota,Bhopal,268.0,3.57,highway,2,25.2138,75.8648,23.2599,77.4126
Bhopal,Kota,268.0,3.57,highway,2,23.2599,77.4126,25.2138,75.8648
Kota,Bangalore,1373.3,18.31,highway,2,25.2138,75.8648,12.9716,77.5946
Bangalore,Kota,1373.3,18.31,highway,2,12.9716,77.5946,25.2138,75.8648
Kota,Chennai,1425.7,19.01,highway,2,25.2138,75.8648,13.0827,80.2707
Chennai,Kota,1425.7,19.01,highway,2,13.0827,80.2707,25.2138,75.8648
Kota,Hyderabad,911.8,12.16,highway,2,25.2138,75.8648,17.385,78.4867
Hyderabad,Kota,911.8,12.16,highway,2,17.385,78.4867,25.2138,75.8648
Kota,Kochi,1699.9,22.67,highway,2,25.2138,75.8648,9.9312,76.2673
Kochi,Kota,1699.9,22.67,highway,2,9.9312,76.2673,25.2138,75.8648
Kota,Coimbatore,1582.8,21.1,highway,2,25.2138,75.8648,11.0168,76.9558
Coimbatore,Kota,1582.8,21.1,highway,2,11.0168,76.9558,25.2138,75.8648
Kota,Kolkata,1303.6,17.38,highway,2,25.2138,75.8648,22.5726,88.3639
Kolkata,Kota,1303.6,17.38,highway,2,22.5726,88.3639,25.2138,75.8648
Kota,Patna,932.2,12.43,highway,2,25.2138,75.8648,25.5941,85.1376
Patna,Kota,932.2,12.43,highway,2,25.5941,85.1376,25.2138,75.8648
Kota,Bhubaneswar,1157.9,15.44,highway,2,25.2138,75.8648,20.2961,85.8245
Bhubaneswar,Kota,1157.9,15.44,highway,2,20.2961,85.8245,25.2138,75.8648
Kota,Guwahati,1592.9,21.24,highway,2,25.2138,75.8648,26.1445,91.7362
Guwahati,Kota,1592.9,21.24,highway,2,26.1445,91.7362,25.2138,75.8648
Kota,Ranchi,979.4,13.06,highway,2,25.2138,75.8648,23.3441,85.3096
Ranchi,Kota,979.4,13.06,highway,2,23.3441,85.3096,25.2138,75.8648
Bikaner,Mathura,433.2,5.78,highway,2,28.0229,73.3119,27.4924,77.6737
Mathura,Bikaner,433.2,5.78,highway,2,27.4924,77.6737,28.0229,73.3119
Bikaner,Meerut,442.5,5.9,highway,2,28.0229,73.3119,28.9845,77.7064
Meerut,Bikaner,442.5,5.9,highway,2,28.9845,77.7064,28.0229,73.3119
Bikaner,Haridwar,518.1,6.91,highway,2,28.0229,73.3119,29.9457,78.1642
Haridwar,Bikaner,518.1,6.91,highway,2,29.9457,78.1642,28.0229,73.3119
Bikaner,Chandigarh,451.3,6.02,highway,2,28.0229,73.3119,30.7333,76.7794
Chandigarh,Bikaner,451.3,6.02,highway,2,30.7333,76.7794,28.0229,73.3119
Bikaner,Amritsar,428.8,5.72,highway,2,28.0229,73.3119,31.634,74.8723
Amritsar,Bikaner,428.8,5.72,highway,2,31.634,74.8723,28.0229,73.3119
Bikaner,Ludhiana,403.9,5.39,highway,2,28.0229,73.3119,30.901,75.8573
Ludhiana,Bikaner,403.9,5.39,highway,2,30.901,75.8573,28.0229,73.3119
Bikaner,Mumbai,995.8,13.28,highway,2,28.0229,73.3119,19.076,72.8777
Mumbai,Bikaner,995.8,13.28,highway,2,19.076,72.8777,28.0229,73.3119
Bikaner,Pune,1058.1,14.11,highway,2,28.0229,73.3119,18.5204,73.8567
Pune,Bikaner,1058.1,14.11,highway,2,18.5204,73.8567,28.0229,73.3119
Bikaner,Nashik,893.3,11.91,highway,2,28.0229,73.3119,20.0006,73.7828
Nashik,Bikaner,893.3,11.91,highway,2,20.0006,73.7828,28.0229,73.3119
Bikaner,Nagpur,961.9,12.82,highway,2,28.0229,73.3119,21.1458,79.0882
Nagpur,Bikaner,961.9,12.82,highway,2,21.1458,79.0882,28.0229,73.3119
Bikaner,Ahmedabad,561.0,7.48,highway,2,28.0229,73.3119,23.0225,72.5714
Ahmedabad,Bikaner,561.0,7.48,highway,2,23.0225,72.5714,28.0229,73.3119
Bikaner,Surat,763.5,10.18,highway,2,28.0229,73.3119,21.1702,72.8311
Surat,Bikaner,763.5,10.18,highway,2,21.1702,72.8311,28.0229,73.3119
Bikaner,Vadodara,635.7,8.48,highway,2,28.0229,73.3119,22.3072,73.1812
Vadodara,Bikaner,635.7,8.48,highway,2,22.3072,73.1812,28.0229,73.3119
Bikaner,Rajkot,684.2,9.12,highway,2,28.0229,73.3119,22.3039,70.8022
Rajkot,Bikaner,684.2,9.12,highway,2,22.3039,70.8022,28.0229,73.3119
Bikaner,Indore,642.7,8.57,highway,2,28.0229,73.3119,22.7196,75.8577
Indore,Bikaner,642.7,8.57,highway,2,22.7196,75.8577,28.0229,73.3119
Bikaner,Bhopal,670.3,8.94,highway,2,28.0229,73.3119,23.2599,77.4126
Bhopal,Bikaner,670.3,8.94,highway,2,23.2599,77.4126,28.0229,73.3119
Bikaner,Bangalore,1731.6,23.09,highway,2,28.0229,73.3119,12.9716,77.5946
Bangalore,Bikaner,1731.6,23.09,highway,2,12.9716,77.5946,28.0229,73.3119
Bikaner,Chennai,1811.2,24.15,highway,2,28.0229,73.3119,13.0827,80.2707
Chennai,Bikaner,1811.2,24.15,highway,2,13.0827,80.2707,28.0229,73.3119
Bikaner,Hyderabad,1296.0,17.28,highway,2,28.0229,73.3119,17.385,78.4867
Hyderabad,Bikaner,1296.0,17.28,highway,2,17.385,78.4867,28.0229,73.3119
Bikaner,Kochi,2035.3,27.14,highway,2,28.0229,73.3119,9.9312,76.2673
Kochi,Bikaner,2035.3,27.14,highway,2,9.9312,76.2673,28.0229,73.3119
Bikaner,Coimbatore,1928.8,25.72,highway,2,28.0229,73.3119,11.0168,76.9558
Coimbatore,Bikaner,1928.8,25.72,highway,2,11.0168,76.9558,28.0229,73.3119
Bikaner,Kolkata,1628.4,21.71,highway,2,28.0229,73.3119,22.5726,88.3639
Kolkata,Bikaner,1628.4,21.71,highway,2,22.5726,88.3639,28.0229,73.3119
Bikaner,Patna,1203.7,16.05,highway,2,28.0229,73.3119,25.5941,85.1376
Patna,Bikaner,1203.7,16.05,highway,2,25.5941,85.1376,28.0229,73.3119
Bikaner,Bhubaneswar,1531.3,20.42,highway,2,28.0229,73.3119,20.2961,85.8245
Bhubaneswar,Bikaner,1531.3,20.42,highway,2,20.2961,85.8245,28.0229,73.3119
Bikaner,Guwahati,1834.2,24.46,highway,2,28.0229,73.3119,26.1445,91.7362
Guwahati,Bikaner,1834.2,24.46,highway,2,26.1445,91.7362,28.0229,73.3119
Bikaner,Ranchi,1309.1,17.45,highway,2,28.0229,73.3119,23.3441,85.3096
Ranchi,Bikaner,1309.1,17.45,highway,2,23.3441,85.3096,28.0229,73.3119
Mathura,Meerut,165.9,3.02,regional,1,27.4924,77.6737,28.9845,77.7064
Meerut,Mathura,165.9,3.02,regional,1,28.9845,77.7064,27.4924,77.6737
Mathura,Haridwar,277.0,3.69,highway,2,27.4924,77.6737,29.9457,78.1642
Haridwar,Mathura,277.0,3.69,highway,2,29.9457,78.1642,27.4924,77.6737
Mathura,Chandigarh,370.7,4.94,highway,2,27.4924,77.6737,30.7333,76.7794
Chandigarh,Mathura,370.7,4.94,highway,2,30.7333,76.7794,27.4924,77.6737
Mathura,Amritsar,534.3,7.12,highway,2,27.4924,77.6737,31.634,74.8723
Amritsar,Mathura,534.3,7.12,highway,2,31.634,74.8723,27.4924,77.6737
Mathura,Ludhiana,418.0,5.57,highway,2,27.4924,77.6737,30.901,75.8573
Ludhiana,Mathura,418.0,5.57,highway,2,30.901,75.8573,27.4924,77.6737
Mathura,Mumbai,1056.0,14.08,highway,2,27.4924,77.6737,19.076,72.8777
Mumbai,Mathura,1056.0,14.08,highway,2,19.076,72.8777,27.4924,77.6737
Mathura,Pune,1071.2,14.28,highway,2,27.4924,77.6737,18.5204,73.8567
Pune,Mathura,1071.2,14.28,highway,2,18.5204,73.8567,27.4924,77.6737
Mathura,Nashik,922.2,12.3,highway,2,27.4924,77.6737,20.0006,73.7828
Nashik,Mathura,922.2,12.3,highway,2,20.0006,73.7828,27.4924,77.6737
Mathura,Nagpur,720.1,9.6,highway,2,27.4924,77.6737,21.1458,79.0882
Nagpur,Mathura,720.1,9.6,highway,2,21.1458,79.0882,27.4924,77.6737
Mathura,Ahmedabad,714.2,9.52,highway,2,27.4924,77.6737,23.0225,72.5714
Ahmedabad,Mathura,714.2,9.52,highway,2,23.0225,72.5714,27.4924,77.6737
Mathura,Surat,857.0,11.43,highway,2,27.4924,77.6737,21.1702,72.8311
Surat,Mathura,857.0,11.43,highway,2,21.1702,72.8311,27.4924,77.6737
Mathura,Vadodara,733.1,9.78,highway,2,27.4924,77.6737,22.3072,73.1812
Vadodara,Mathura,733.1,9.78,highway,2,22.3072,73.1812,27.4924,77.6737
Mathura,Rajkot,901.4,12.02,highway,2,27.4924,77.6737,22.3039,70.8022
Rajkot,Mathura,901.4,12.02,highway,2,22.3039,70.8022,27.4924,77.6737
Mathura,Indore,561.3,7.48,highway,2,27.4924,77.6737,22.7196,75.8577
Indore,Mathura,561.3,7.48,highway,2,22.7196,75.8577,27.4924,77.6737
